Apalaí,Apinayé,Apurinã,Bakairi,Guajajara,Guarani,Kadiwéu,Kagwahiva,Kaigáng,Kaiwá,Karajá,Kayabí,kayapó,Macushi,Maxakalí,Mundurukú,Nadëb,Nambikuára,Parecis,Paumarí,Português,Rikbaktsa,Sateré-Mawé,Terena,Tukano,Urubu-Kaapor,Xavánte
,,,,,,,,,,texininimyhỹt,,,,,,,,,,,tahahyriziktsokza,,,,atipapäcuñäc,
,,,,,,,,,,telet,,,,,,,,,,,tsakyrik,,,,mansibacuyanc,
,,,,,,,,,,teixỹrudỹỹnymyhỹt,,,,,,,,,,,nahudikhudik,,,,ćhasquipämanc,
,,,,,,,,,,tabedeòtiidỹỹnymyhỹt,,,,,,,,,,,zahawataha,,,,paycunallapïc,
,,,,,,,,,,temyt,,,,,,,,,,,mytsapuhyripyry,,,,ćhasquipäculac,
,,,,,,,,,,teerymahãt,,,,,,,,,,,mysidisaha,,,,chalapacücunäćhüpisc,
,,,,,,,,,,texibedeerynymahãt,,,,,,,,,,,izikwoekaĩ,,,,ćhasquïpäcunmanc,
,,,,,,,,,,tahõtinymyhỹt,,,,,,,,,,,mysinini,,,,patayquić,
,,,,,,,,,,tewotòenyt,,,,,,,,,,,ahasopyksapybyi,,,,pinsalcäliläc,
,,,,,,,,,,riwarubunyren,,,,,,,,,,,anahyrikosokza,,,,patyunć,
,,,,,,,,,,rỹỹraxiren,,,,,,,,,,,mybyryky,,,,sirbïninć,
,,,,,,,,,,kidiòkeseden,,,,,,,,,,,siharerezi,,,,filtapämunc,
,,,,,,,,,,riòlòn,,,,,,,,,,,mykuw,,,,cutïc,
,,,,,,,,,,arobiren,,,,,,,,,,,ahadyhydyhyw,,,,shimïć,
,,,,,,,,,,riteysadỹỹn,,,,,,,,,,,sihyrizikararaw,,,,sujitaculcanc,
,,,,,,,,,,riixỹrudỹỹn,,,,,,,,,,,ahapyr,,,,galaciać,
,,,,,,,,,,òwydỹỹnan,,,,,,,,,,,iwatawyh,,,,ishcayyayälac,
,,,,,,,,,,aritobin,,,,,,,,,,,ahaskyryw,,,,sirbinmanc,
,,,,,,,,,,kedexitòen,,,,,,,,,,,skyr,,,,sïluć,
,,,,,,,,,,ròkòiren,,,,,,,,,,,simyraw,,,,chalapaculcälac,
,,,,,,,,,,awiòhenadỹỹren,,,,,,,,,,,ipamykyzuw,,,,jinapäcunmanc,
,,,,,,,,,,raworon,,,,,,,,,,,sihudikhudikw,,,,awnishac,
,,,,,,,,,,rikiwehityhynan,,,,,,,,,,,tahaopuw,,,,masinchiccunać,
,,,,,,,,,,bidiòrarunyben,,,,,,,,,,,mypyr,,,,atichipäcuyc,
,,,,,,,,,,rihãloon,,,,,,,,,,,ahahokbow,,,,manchaculcayc,
,,,,,,,,,,heriõm,,,,,,,,,,,ahabykyh,,,,quillacunać,
,,,,,,,,,,riwatyhen,,,,,,,,,,,ityhỹw,,,,wasincunäć,
,,,,,,,,,,aratyhynyren,,,,,,,,,,,iharahorokw,,,,jicutaśhäpac,
,,,,,,,,,,areòbynyren,,,,,,,,,,,simyiwyh,,,,śhapämunquic,
,,,,,,,,,,araloren,,,,,,,,,,,okaraw,,,,willapäcunquic,
,,,,,,,,,,ratyh,,,,,,,,,,,mykparaw,,,,prisïsanc,
,,,,,,,,,,raaõbinanyren,,,,,,,,,,,sakyriw,,,,juntunacuyninć,
,,,,,,,,,,ijyyõm,,,,,,,,,,,tasukyr,,,,cawsachiypäc,
,,,,,,,,,,itỹnydỹỹõm,,,,,,,,,,,sihyrinymyryk,,,,micapäcunquipisc,
,,,,,,,,,,rehuren,,,,,,,,,,,sidyhydyhyw,,,,lägacuyanc,
,,,,,,,,,,juròn,,,,,,,,,,,poraw,,,,cällicunäć,
,,,,,,,,,,ritynyn,,,,,,,,,,,tahatyk,,,,patäć,
,,,,,,,,,,ariwowydyn,,,,,,,,,,,isazikper,,,,chalapacalcämayc,
,,,,,,,,,,ritobin,,,,,,,,,,,katirikododow,,,,lulanmanc,
,,,,,,,,,,arexiywin,,,,,,,,,,,taharikapuw,,,,wañupäcunquic,
,,,,,,,,,,kadehemyn,,,,,,,,,,,ihyrypyr,,,,lisipäcuśhancunać,
,,,,,,,,,,rimon,,,,,,,,,,,tahabyk,,,,cayninć,
,,,,,,,,,,anatyhyn,,,,,,,,,,,myharereziuw,,,,diospäc,
,,,,,,,,,,riwysyn,,,,,,,,,,,nihyr,,,,pucutaymanc,
,,,,,,,,,,risõren,,,,,,,,,,,ikiw,,,,cartancunać,
,,,,,,,,,,kidierydỹỹn,,,,,,,,,,,sipykw,,,,cänincunać,
,,,,,,,,,,ariwahinyren,,,,,,,,,,,ahahyrinymyryk,,,,janallanć,
,,,,,,,,,,riixãwidinyren,,,,,,,,,,,upykyh,,,,anlatacunc,
,,,,,,,,,,riòkesedỹỹn,,,,,,,,,,,myhyrizikpyryrykw,,,,puntayquić,
,,,,,,,,,,kodon,,,,,,,,,,,ziharaw,,,,jucninć,
,,,,,,,,,,kanasỹn,,,,,,,,,,,ahaoktyk,,,,wañuchinquic,
,,,,,,,,,,ritỹỹn,,,,,,,,,,,ahamypew,,,,chalapacuśhallayquić,
,,,,,,,,,,riteàlàdỹỹn,,,,,,,,,,,myitsapyriw,,,,atipacuyalcayc,
,,,,,,,,,,rikibynyren,,,,,,,,,,,sapyzek,,,,pachać,
,,,,,,,,,,akanaixixadỹỹnyden,,,,,,,,,,,ihudikhudikw,,,,canancäć,
,,,,,,,,,,riwoxin,,,,,,,,,,,kamyitsapyriw,,,,uywanquic,
,,,,,,,,,,riyren,,,,,,,,,,,siwatahaw,,,,mićhacümanc,
,,,,,,,,,,riukòren,,,,,,,,,,,mypew,,,,nunallać,
,,,,,,,,,,anaixijuradỹỹn,,,,,,,,,,,mytoriw,,,,sinticallämächunc,
,,,,,,,,,,biixixan,,,,,,,,,,,myper,,,,jesusninchicć,
,,,,,,,,,,ririòredỹỹn,,,,,,,,,,,tahahoekw,,,,mañacuyć,
,,,,,,,,,,arutỹỹn,,,,,,,,,,,idisahaw,,,,cutichicuyalcayc,
,,,,,,,,,,riheludunyren,,,,,,,,,,,kaharereziuw,,,,camachicuynïmannüc,
,,,,,,,,,,karikor,,,,,,,,,,,siharapatawyh,,,,uycälishallayquipïc,
,,,,,,,,,,òweõm,,,,,,,,,,,ihokbow,,,,imać,
,,,,,,,,,,erydỹỹrenykõm,,,,,,,,,,,ahyrinymyryk,,,,altuśhninć,
,,,,,,,,,,riõbran,,,,,,,,,,,sisukyr,,,,jamuyayächunc,
,,,,,,,,,,biaõmysỹdỹnan,,,,,,,,,,,mynyh,,,,cusinanć,
,,,,,,,,,,risỹdỹỹn,,,,,,,,,,,ibykyh,,,,cäsupämanquic,
,,,,,,,,,,aroiren,,,,,,,,,,,jokaraw,,,,tantallawanc,
,,,,,,,,,,ròaõtyh,,,,,,,,,,,sihipyr,,,,uycälishunquimanc,
,,,,,,,,,,riròn,,,,,,,,,,,tapyr,,,,juchaculac,
,,,,,,,,,,kidityhyn,,,,,,,,,,,hudikhudikw,,,,mïsanć,
,,,,,,,,,,riratiseben,,,,,,,,,,,ahabetsakyh,,,,ćhulacuyc,
,,,,,,,,,,ariwedunyren,,,,,,,,,,,siwatahawyh,,,,cawsapäcuyc,
,,,,,,,,,,rabededỹỹnanan,,,,,,,,,,,siakparaw,,,,lulayalcayc,
,,,,,,,,,,kodohòn,,,,,,,,,,,iharereziuw,,,,laćhyalac,
,,,,,,,,,,biwabedeerynyben,,,,,,,,,,,watahaw,,,,üć,
,,,,,,,,,,riwaer,,,,,,,,,,,mozororowyk,,,,ćhulaycamanmanc,
,,,,,,,,,,reuròreren,,,,,,,,,,,karikutsitsiw,,,,ishcayc,
,,,,,,,,,,bibutunyben,,,,,,,,,,,myoktyk,,,,lamarcunäć,
,,,,,,,,,,ruxetòenaw,,,,,,,,,,,tahabykyh,,,,ćhulañäc,
,,,,,,,,,,lòrilòr,,,,,,,,,,,iharapatawyh,,,,chincachishac,
,,,,,,,,,,womatiwiw,,,,,,,,,,,peryk,,,,yalpanñapisc,
,,,,,,,,,,tykyw,,,,,,,,,,,mydisahaw,,,,yalpalcuśhäc,
,,,,,,,,,,tykyisòw,,,,,,,,,,,isipiakzykyh,,,,ćhasquiycunpisc,
,,,,,,,,,,heton,,,,,,,,,,,ahadyhyw,,,,üpäñac,
,,,,,,,,,,manawiw,,,,,,,,,,,kahyrinymyryk,,,,awnilac,
,,,,,,,,,,suw,,,,,,,,,,,aharereziuw,,,,lulamuynïć,
,,,,,,,,,,aõnin,,,,,,,,,,,siharereziuw,,,,manchacüc,
,,,,,,,,,,rybewiw,,,,,,,,,,,iakparaw,,,,intïć,
,,,,,,,,,,hãwyyw,,,,,,,,,,,ykparaw,,,,sïlanacuycunać,
,,,,,,,,,,ỹjuw,,,,,,,,,,,tahaporaw,,,,quiquilläc,
,,,,,,,,,,karòt,,,,,,,,,,,nisipyr,,,,yaćhananc,
,,,,,,,,,,inywiw,,,,,,,,,,,mybetesaw,,,,wayupäcunquimanc,
,,,,,,,,,,inyõw,,,,,,,,,,,iakwaraw,,,,cutimuyninć,
,,,,,,,,,,aõwiw,,,,,,,,,,,simyharerewab,,,,cawsaynïć,
,,,,,,,,,,werib,,,,,,,,,,,putotow,,,,cällicunallać,
,,,,,,,,,,beron,,,,,,,,,,,isperyk,,,,aysachicuyäśhunc,
,,,,,,,,,,wiunaw,,,,,,,,,,,iper,,,,cawsaśhunc,
,,,,,,,,,,soldadow,,,,,,,,,,,inamyper,,,,aśhayquic,
,,,,,,,,,,ryw,,,,,,,,,,,iparawaraw,,,,umanchicć,
,,,,,,,,,,aõbedewiw,,,,,,,,,,,harereziuw,,,,pampać,
,,,,,,,,,,tyw,,,,,,,,,,,tadisahaw,,,,wasićhüc,
,,,,,,,,,,ryòbit,,,,,,,,,,,simypew,,,,cayällaptïc,
,,,,,,,,,,tyyw,,,,,,,,,,,harerewabyh,,,,limachunñac,
,,,,,,,,,,bedewon,,,,,,,,,,,sihyriziktsokzaw,,,,jaquimanquic,
,,,,,,,,,,rynanaw,,,,,,,,,,,iwatahaw,,,,cayćhüc,
,,,,,,,,,,rahej,,,,,,,,,,,sipawaraw,,,,aysachiculcayc,
,,,,,,,,,,bedeeryn,,,,,,,,,,,kaper,,,,ipanchacunmanc,
,,,,,,,,,,sỹw,,,,,,,,,,,hãiw,,,,ashiyalcayñac,
,,,,,,,,,,òbòn,,,,,,,,,,,mydyhydyhyw,,,,ćhänapämänallanpäc,
,,,,,,,,,,yhyn,,,,,,,,,,,mysukyr,,,,cawsayninć,
,,,,,,,,,,rynaw,,,,,,,,,,,ihãiw,,,,allanchicpïc,
,,,,,,,,,,biumytx,,,,,,,,,,,myhyrizikpyryrikw,,,,juchachacc,
,,,,,,,,,,rerot,,,,,,,,,,,simyrawyk,,,,licapäcuśhunquiñac,
,,,,,,,,,,manan,,,,,,,,,,,awak,,,,diosninchicć,
,,,,,,,,,,hãloon,,,,,,,,,,,kasukyr,,,,nunatuculcayc,
,,,,,,,,,,nin,,,,,,,,,,,mybaraw,,,,camachicuywanñac,
,,,,,,,,,,rabòròn,,,,,,,,,,,tahawak,,,,aculcayc,
,,,,,,,,,,aõdeytenawiw,,,,,,,,,,,tahatuk,,,,lädullać,
,,,,,,,,,,òtiran,,,,,,,,,,,siwatawyh,,,,yalamuśhallanwanc,
,,,,,,,,,,rybeduw,,,,,,,,,,,atatuk,,,,masïcunac,
,,,,,,,,,,inyrybew,,,,,,,,,,,sitanatanaw,,,,nunanüllac,
,,,,,,,,,,rỹsỹnaw,,,,,,,,,,,sinymyryk,,,,unćhüc,
,,,,,,,,,,ityyn,,,,,,,,,,,siwataw,,,,adanc,
,,,,,,,,,,irybew,,,,,,,,,,,ahahyrizikararaw,,,,illaycäć,
,,,,,,,,,,hirar,,,,,,,,,,,kawatawyh,,,,juntunaculcäśhayquić,
,,,,,,,,,,umyw,,,,,,,,,,,huziuw,,,,tantiaynïć,
,,,,,,,,,,òwyn,,,,,,,,,,,myharerewabyk,,,,licapäculanquic,
,,,,,,,,,,suwitxiraw,,,,,,,,,,,idyhyw,,,,sapincunać,
,,,,,,,,,,hàr,,,,,,,,,,,wezow,,,,ingañayacc,
,,,,,,,,,,hãwonin,,,,,,,,,,,kanamyper,,,,mañacuśhäć,
,,,,,,,,,,itxeòn,,,,,,,,,,,tahahyr,,,,aychallanchicć,
,,,,,,,,,,awiw,,,,,,,,,,,tahyrinymyryk,,,,lulämanc,
,,,,,,,,,,wadeytedỹ,,,,,,,,,,,myzororow,,,,juchacuyalcayñac,
,,,,,,,,,,luahidỹ,,,,,,,,,,,sisopykw,,,,acayallamanc,
,,,,,,,,,,aõhõkỹmydỹ,,,,,,,,,,,sidyhyw,,,,uyalïtucuyayc,
,,,,,,,,,,itxiõdỹ,,,,,,,,,,,ahadisahawykykyw,,,,tutapanpisc,
,,,,,,,,,,inyerydỹ,,,,,,,,,,,iperyk,,,,atipanc,
,,,,,,,,,,iaõmysỹdỹ,,,,,,,,,,,ahakuw,,,,licacuycüc,
,,,,,,,,,,ityydỹ,,,,,,,,,,,watawyh,,,,muyuchicuyalcayc,
,,,,,,,,,,biukis,,,,,,,,,,,hokbow,,,,wayapayquic,
,,,,,,,,,,lobitỹmyradỹ,,,,,,,,,,,mymyitsapyriw,,,,tapunacuyalcayc,
,,,,,,,,,,bedeòbydỹ,,,,,,,,,,,mozororow,,,,lisicc,
,,,,,,,,,,inywasidỹ,,,,,,,,,,,ahaharereziuw,,,,quiquinpac,
,,,,,,,,,,tyydỹ,,,,,,,,,,,sinur,,,,wayapäyüc,
,,,,,,,,,,tòbròdỹ,,,,,,,,,,,ypykyh,,,,chalachicuyalcayc,
,,,,,,,,,,aõbinawidỹ,,,,,,,,,,,sakparaw,,,,butïllachać,
,,,,,,,,,,tòbòròdỹ,,,,,,,,,,,ahawatawyh,,,,yaycapäculac,
,,,,,,,,,,waerydỹ,,,,,,,,,,,kapyr,,,,uycunać,
,,,,,,,,,,wiòhenadỹ,,,,,,,,,,,sipamykyziuw,,,,yaćhachicuyninć,
,,,,,,,,,,abaderòwysydỹ,,,,,,,,,,,tsarawyk,,,,puncullać,
,,,,,,,,,,ehehewidỹ,,,,,,,,,,,makuskyr,,,,malcancunać,
,,,,,,,,,,tyhedỹ,,,,,,,,,,,ahakparaw,,,,chalapacuśhanchicć,
,,,,,,,,,,ibutuwidỹ,,,,,,,,,,,apyr,,,,yaćhachicuyllantac,
,,,,,,,,,,wotõmodỹ,,,,,,,,,,,kytsaharerewabyk,,,,pilyallać,
,,,,,,,,,,aitxenadỹ,,,,,,,,,,,sinyh,,,,haramć,
,,,,,,,,,,rubumytxitxidỹ,,,,,,,,,,,mydyhyw,,,,limayniquić,
,,,,,,,,,,konanadỹ,,,,,,,,,,,kanyh,,,,lulachiculcäläc,
,,,,,,,,,,aaõmysỹdỹ,,,,,,,,,,,sizikw,,,,jawcallać,
,,,,,,,,,,watyhydỹ,,,,,,,,,,,mywatawyh,,,,chalapaculcanquic,
,,,,,,,,,,xiwedỹ,,,,,,,,,,,disahaw,,,,atipalac,
,,,,,,,,,,waruruixiòlòdỹ,,,,,,,,,,,nur,,,,yaćhapäcüc,
,,,,,,,,,,tarasadỹ,,,,,,,,,,,huzezu,,,,ćhulanc,
,,,,,,,,,,aõtyhydỹ,,,,,,,,,,,tsikpupu,,,,yanapaycuyć,
,,,,,,,,,,tyyritirybedỹ,,,,,,,,,,,zitudutudu,,,,caminuyquić,
,,,,,,,,,,tatyhedỹ,,,,,,,,,,,zisohometu,,,,ñacayächishunc,
,,,,,,,,,,ibòròdỹ,,,,,,,,,,,tsipiksohometu,,,,allamanc,
,,,,,,,,,,loosònadỹ,,,,,,,,,,,zipukpu,,,,pägachwanc,
,,,,,,,,,,tatibiedỹ,,,,,,,,,,,piwabyziu,,,,awshipäcunc,
,,,,,,,,,,ateòdỹ,,,,,,,,,,,piziu,,,,caycällać,
,,,,,,,,,,iatysydỹ,,,,,,,,,,,tsipiksopykzu,,,,mansibacuycunallać,
,,,,,,,,,,ituudỹ,,,,,,,,,,,motsasoziu,,,,wanaculcäñätacc,
,,,,,,,,,,ixixadỹ,,,,,,,,,,,mynapuziu,,,,juchachaycuyc,
,,,,,,,,,,awaywisidỹ,,,,,,,,,,,pasopykzu,,,,yayculac,
,,,,,,,,,,erỹdỹ,,,,,,,,,,,mynakuru,,,,limaycunawanc,
,,,,,,,,,,xiwenawidỹ,,,,,,,,,,,zinymyryziu,,,,jamuyächicuyayc,
,,,,,,,,,,ixãwidỹ,,,,,,,,,,,mozuru,,,,ipanchamälanquic,
,,,,,,,,,,ibinadỹ,,,,,,,,,,,nisihyrinymyryziu,,,,unanchaycapämäśhanć,
,,,,,,,,,,erydỹk,,,,,,,,,,,zituzutuzu,,,,limapäcuchunc,
,,,,,,,,,,juradỹ,,,,,,,,,,,nisisohometu,,,,lluypac,
,,,,,,,,,,aityhydỹ,,,,,,,,,,,zihudidu,,,,shimic,
,,,,,,,,,,ibròdỹ,,,,,,,,,,,mysitsumuẽhĩziu,,,,ñacayachwanc,
,,,,,,,,,,itarasadỹ,,,,,,,,,,,tsipihuzedu,,,,wasinć,
,,,,,,,,,,iòrysydỹ,,,,,,,,,,,mysiharasusu,,,,wañuyć,
,,,,,,,,,,ywisedỹ,,,,,,,,,,,tsikzuru,,,,ayinquic,
,,,,,,,,,,waixixanadỹ,,,,,,,,,,,tsipamykyzu,,,,muyuncunäć,
,,,,,,,,,,tus,,,,,,,,,,,tsimypamykysoziu,,,,cäraycunäpäc,
,,,,,,,,,,bedewidỹ,,,,,,,,,,,ziknapupu,,,,pruybać,
,,,,,,,,,,tawiòhedỹ,,,,,,,,,,,tsizuru,,,,ullayquić,
,,,,,,,,,,kywisidỹk,,,,,,,,,,,tsipuruziu,,,,wañuycällaćhüc,
,,,,,,,,,,jeidỹ,,,,,,,,,,,ziwabyziu,,,,limalicuyayc,
,,,,,,,,,,aõnahydỹ,,,,,,,,,,,tuzuru,,,,masintac,
,,,,,,,,,,teòdỹ,,,,,,,,,,,nisizu,,,,cawsayniyüc,
,,,,,,,,,,teytedỹ,,,,,,,,,,,tsimopuziu,,,,capuśhancäpïläc,
,,,,,,,,,,deledỹ,,,,,,,,,,,nisipokzitsiziu,,,,pasalcuyć,
,,,,,,,,,,waityhydỹ,,,,,,,,,,,nipupuziu,,,,ćhaclayquić,
,,,,,,,,,,iwiòhenadỹ,,,,,,,,,,,tsimopamykyzu,,,,patacć,
,,,,,,,,,,ihitxidỹ,,,,,,,,,,,tsimytsatyziu,,,,lluyc,
,,,,,,,,,,hetotirawidỹ,,,,,,,,,,,tsipupu,,,,malcacunać,
,,,,,,,,,,bederydỹ,,,,,,,,,,,tsikumu,,,,lulayllanchicpac,
,,,,,,,,,,tibiedỹ,,,,,,,,,,,tsiharamu,,,,mićhacuyc,
,,,,,,,,,,taityhydỹ,,,,,,,,,,,mopamykyzu,,,,tuninacpäc,
,,,,,,,,,,taerydỹ,,,,,,,,,,,nipamykyziu,,,,chunyäcäć,
,,,,,,,,,,tair,,,,,,,,,,,pahasopykziu,,,,aśhäc,
,,,,,,,,,,òwydỹ,,,,,,,,,,,ziktsasoziu,,,,paradïruć,
,,,,,,,,,,wysydỹ,,,,,,,,,,,piksohometu,,,,licaycälinquimanc,
,,,,,,,,,,ibutudỹ,,,,,,,,,,,nimyhudizu,,,,jamuyänacuyalcayc,
,,,,,,,,,,ixyhydỹ,,,,,,,,,,,zipupu,,,,manchaliculcayc,
,,,,,,,,,,wisidỹ,,,,,,,,,,,piu,,,,esmirnać,
,,,,,,,,,,hetowidỹ,,,,,,,,,,,tsipiharereziu,,,,uyquicunać,
,,,,,,,,,,taerysydỹ,,,,,,,,,,,tsimypuziu,,,,titoć,
,,,,,,,,,,ratyradỹ,,,,,,,,,,,tsisisohometu,,,,cayćhüñac,
,,,,,,,,,,hitxidỹ,,,,,,,,,,,nisiokehuhu,,,,quiripämanquic,
,,,,,,,,,,uriuridỹ,,,,,,,,,,,ziknapuziu,,,,alapacüśhañac,
,,,,,,,,,,watyhedỹ,,,,,,,,,,,nipamykysoziu,,,,limalcälilac,
,,,,,,,,,,waywisidỹ,,,,,,,,,,,zinyziu,,,,bïdäćhüc,
,,,,,,,,,,òbitiwidỹ,,,,,,,,,,,mysisopykzu,,,,muyuśhanpac,
,,,,,,,,,,ihelududỹ,,,,,,,,,,,pahasohometu,,,,atipapäcunquic,
,,,,,,,,,,ityhedỹ,,,,,,,,,,,tsiziksohometu,,,,tincuycuśhäñac,
,,,,,,,,,,iwiòhedỹ,,,,,,,,,,,moziku,,,,curuśhcäć,
,,,,,,,,,,wawahidỹ,,,,,,,,,,,hudizu,,,,walmić,
,,,,,,,,,,ixiradỹ,,,,,,,,,,,tsimytsasoziu,,,,puntallayquić,
,,,,,,,,,,ywisijuradỹ,,,,,,,,,,,zikziku,,,,cawsayć,
,,,,,,,,,,wibydỹ,,,,,,,,,,,mopuziu,,,,acayać,
,,,,,,,,,,ilàhànadỹ,,,,,,,,,,,natsu,,,,lulić,
,,,,,,,,,,xiwewahidỹ,,,,,,,,,,,mopamykysoziu,,,,licaycälinmanc,
,,,,,,,,,,sebedỹk,,,,,,,,,,,niharapehudizu,,,,ćhämunläc,
,,,,,,,,,,sebedeỹ,,,,,,,,,,,zikzibyituhu,,,,lulayalcanquimanc,
,,,,,,,,,,iywidỹ,,,,,,,,,,,petutu,,,,śhamücunać,
,,,,,,,,,,susudỹ,,,,,,,,,,,tsinymyryziu,,,,macedoniać,
,,,,,,,,,,ratysebedỹ,,,,,,,,,,,tsikaharasusu,,,,chalapämälanquic,
,,,,,,,,,,tais,,,,,,,,,,,typamykysoziu,,,,uyquipäc,
,,,,,,,,,,rityhedỹ,,,,,,,,,,,nipuziu,,,,cawsayniquić,
,,,,,,,,,,bedebutes,,,,,,,,,,,zaharasusu,,,,allpäć,
,,,,,,,,,,butxiwidỹ,,,,,,,,,,,mekyh,,,,janällać,
,,,,,,,,,,iraròsòdỹ,,,,,,,,,,,simyh,,,,caćhaycunc,
,,,,,,,,,,ywinawidỹ,,,,,,,,,,,kytsah,,,,antioquiać,
,,,,,,,,,,ihetedỹ,,,,,,,,,,,anah,,,,isquinanć,
,,,,,,,,,,irubudỹ,,,,,,,,,,,atah,,,,ñawpäninć,
,,,,,,,,,,xiwenadỹ,,,,,,,,,,,titsarak,,,,llantuyninć,
,,,,,,,,,,besedỹỹwidỹ,,,,,,,,,,,tsokmo,,,,waycäluchwanc,
,,,,,,,,,,iyrubudỹ,,,,,,,,,,,tsibua,,,,limanacuśhänüc,
,,,,,,,,,,aerydỹ,,,,,,,,,,,tsiytyksapy,,,,yaćhachicuyllanc,
,,,,,,,,,,walòsedỹ,,,,,,,,,,,tsikzõhani,,,,yaycachipämunquitacpisc,
,,,,,,,,,,raro,,,,,,,,,,,tsimyhyrikoha,,,,chalapacuynïć,
,,,,,,,,,,raòrarunyõhyy,,,,,,,,,,,tsakia,,,,yalpäc,
,,,,,,,,,,rewiòhenany,,,,,,,,,,,tsikaripukaripuk,,,,müdalcachipämälanquic,
,,,,,,,,,,rewowydyny,,,,,,,,,,,tsipokzitsa,,,,tincuchicuyächunc,
,,,,,,,,,,urityhy,,,,,,,,,,,tsibaraza,,,,nunacunäpäc,
,,,,,,,,,,rewinyõhyy,,,,,,,,,,,tsiziuwy,,,,micuśhanchicpac,
,,,,,,,,,,ròreny,,,,,,,,,,,tispia,,,,cäranchicć,
,,,,,,,,,,retiny,,,,,,,,,,,tsitsairiha,,,,munaśhayquić,
,,,,,,,,,,ratỹỹnyõ,,,,,,,,,,,tsaku,,,,cäraycuyanmanc,
,,,,,,,,,,reròõ,,,,,,,,,,,tsihoroha,,,,lulïniquić,
,,,,,,,,,,ròrenyhyy,,,,,,,,,,,tsitozoha,,,,limalicuyć,
,,,,,,,,,,reròkõhyy,,,,,,,,,,,tsizeze,,,,puñuycällać,
,,,,,,,,,,reõnonyõhyy,,,,,,,,,,,tsiokezeze,,,,yaycapäcunquic,
,,,,,,,,,,raberuõhyy,,,,,,,,,,,tsibuzua,,,,cutiycayächiyc,
,,,,,,,,,,riòluduny,,,,,,,,,,,titsikdepyk,,,,camachicuyć,
,,,,,,,,,,rerybedỹỹny,,,,,,,,,,,tsiokitsihizeze,,,,cuyayäśhunc,
,,,,,,,,,,reròteny,,,,,,,,,,,tsihyrizizi,,,,llaquipayllanć,
,,,,,,,,,,retaõhyy,,,,,,,,,,,tsikak,,,,simintayäśhunc,
,,,,,,,,,,rebedeeryny,,,,,,,,,,,tserek,,,,chucllallać,
,,,,,,,,,,rexideòsiny,,,,,,,,,,,titsiksipia,,,,chacatapäcunmanc,
,,,,,,,,,,rewisỹny,,,,,,,,,,,tisaziksapy,,,,enonć,
,,,,,,,,,,itobidỹ,,,,,,,,,,,tsiokezuba,,,,licalac,
,,,,,,,,,,aõhõkỹmydỹ,,,,,,,,,,,tsiokmo,,,,salbacücäc,
,,,,,,,,,,waaõmydỹ,,,,,,,,,,,tsipokzitsia,,,,bïdäć,
,,,,,,,,,,aõkõmydỹ,,,,,,,,,,,tsiwarik,,,,nunacunänüllañac,
,,,,,,,,,,taaõmydỹ,,,,,,,,,,,nizapik,,,,carsilcunać,
,,,,,,,,,,waixituededỹ,,,,,,,,,,,tynapamyky,,,,mañapacuynïwanc,
,,,,,,,,,,ibededỹ,,,,,,,,,,,natsa,,,,śhamuynïć,
,,,,,,,,,,aaõmydỹ,,,,,,,,,,,inapamyky,,,,mansibaculcanquic,
,,,,,,,,,,tabededỹ,,,,,,,,,,,mynatsa,,,,intindipäcunc,
,,,,,,,,,,isỹdỹ,,,,,,,,,,,tsipiharere,,,,lulayänapäc,
,,,,,,,,,,anomydỹk,,,,,,,,,,,napamyky,,,,nasyunć,
,,,,,,,,,,taerydỹ,,,,,,,,,,,tymotsa,,,,chalapäculac,
,,,,,,,,,,dỹk,,,,,,,,,,,tsiktsa,,,,cuntistalac,
,,,,,,,,,,abededỹ,,,,,,,,,,,tsikpamyky,,,,bälichiläc,
,,,,,,,,,,rabededỹ,,,,,,,,,,,tsinatsa,,,,cushicuyninć,
,,,,,,,,,,taaõhõkỹmydỹ,,,,,,,,,,,simypokzitsik,,,,mirmalac,
,,,,,,,,,,bedeywidỹ,,,,,,,,,,,ziberik,,,,munätuculac,
,,,,,,,,,,kỹmydỹ,,,,,,,,,,,mysiwazik,,,,atichiyc,
,,,,,,,,,,kabededỹ,,,,,,,,,,,mypytsaby,,,,limalinquimanc,
,,,,,,,,,,wabededỹ,,,,,,,,,,,tsipahaokanik,,,,muyuyächiyc,
,,,,,,,,,,iaõmydỹ,,,,,,,,,,,tyzokn,,,,tapućhaculcälañac,
,,,,,,,,,,iaõhõkỹmydỹ,,,,,,,,,,,tsikmykyrik,,,,lisipäcuśhulanquic,
,,,,,,,,,,inyaõmydỹ,,,,,,,,,,,mynasisuknik,,,,juntanläc,
,,,,,,,,,,bedeaõmydỹ,,,,,,,,,,,zikpokzitsik,,,,apanaculcäśhayquić,
,,,,,,,,,,waaõhõkỹmydỹ,,,,,,,,,,,pahasapyby,,,,pachällapäc,
,,,,,,,,,,rabuhukỹ,,,,,,,,,,,mozokn,,,,licaśhallanchicmanc,
,,,,,,,,,,ratximyhỹhãre,,,,,,,,,,,nisiakzobyrik,,,,tantiapäcunquimanc,
,,,,,,,,,,womatihikỹ,,,,,,,,,,,zisapybyrik,,,,atindiycälishunquimanc,
,,,,,,,,,,umyhyy,,,,,,,,,,,tsinaharapepokzitsik,,,,yanapanc,
,,,,,,,,,,tahõtinyteriki,,,,,,,,,,,tsipimyik,,,,licaoniać,
